wto_rta_id,text,pattern,source,chapter_number,chapter_name,article_number,article_name,rta_name,date_of_signature,date_of_entry_into_force,download_url,RTA Name,Coverage,Type,Notification,Status,Date of Signature (G),Date of Signature (S),Date of Notification (G),Date of Notification (S),Date of Entry into Force (G),Date of Entry into Force (S),Inactive Date,Accession?,RTA Composition,Region,Cross-regional,All Parties WTO members?,Current signatories,Original signatories,Specific Entry/Exit dates,WTO Consideration Process (G),Consideration Date (G),WTO Consideration Process (S),Consideration Date (S),End of implementation period (G),End of implementation period (S),Remarks
94,"For purposes of paragraph 1 of this Article, the Partner States undertake to co-operate in specific fields of agriculture, including: (a) the harmonisation of agricultural policies of the Partner States; (b) the development of food security within the Partner States and the Community as a whole, through the production and supply of foodstuffs; (c) agro-meteorology and climatology to promote the development of early climatological warning systems within the Community; (d) the development and application of agricultural training and research and extension services; (e) the adoption of internationally accepted quality standards for food processing; (f) the establishment of joint programmes for the control of animal and plant diseases and pests; (g) the marketing of food and the co-ordination of the export and import of agricultural commodities; (h) joint actions in combating drought and desertification ; and (i) in such other fields of agriculture as the Council may determine.",food security,ToTA,CHAPTER EIGHTEEN,Agriculture And Food Security,ARTICLE 105,Scope Of Co-Operation,East African Community (EAC),1999-11-30,2000-07-07,https://rtais.wto.org/rtadocs/94/TOA/English/EAC%20TREATY.pdf,East African Community (EAC),Goods & Services,CU & EIA,Enabling Clause & GATS Art. V,In Force,30-Nov-99,20-Nov-09,09-Oct-00,01-Aug-12,07-Jul-00,01-Jul-10,NA,No,Plurilateral,Africa,No,Yes,Burundi; Kenya; Rwanda; Uganda; Tanzania,Kenya; Uganda; Tanzania,NA,Factual Abstract issued,NA,Factual Presentation issued,23-Jun-14,2005,2015,"The current signatories stated below are ""as notified by the Parties"". However, please note that Somalia, South Sudan and DR Congo are now Parties of the EAC."
94,"The Partner States shall: (a) establish a mechanism for exchange of information on demand and supply surpluses and deficits, trade, forecasting and state of food nutrition; (b) harmonise quality and standards of inputs and products including food additives; (c) develop modalities to have timely information on market prices; (d) harmonise food supply, nutrition and food security policies and strategies; (e) initiate and maintain strategic food reserves; and (f) develop marine and inland aquaculture and fish farming.",food security,ToTA,CHAPTER EIGHTEEN,Agriculture And Food Security,ARTICLE 110,Food Security,East African Community (EAC),1999-11-30,2000-07-07,https://rtais.wto.org/rtadocs/94/TOA/English/EAC%20TREATY.pdf,East African Community (EAC),Goods & Services,CU & EIA,Enabling Clause & GATS Art. V,In Force,30-Nov-99,20-Nov-09,09-Oct-00,01-Aug-12,07-Jul-00,01-Jul-10,NA,No,Plurilateral,Africa,No,Yes,Burundi; Kenya; Rwanda; Uganda; Tanzania,Kenya; Uganda; Tanzania,NA,Factual Abstract issued,NA,Factual Presentation issued,23-Jun-14,2005,2015,"The current signatories stated below are ""as notified by the Parties"". However, please note that Somalia, South Sudan and DR Congo are now Parties of the EAC."
98,"Provided that such measures are not used as a means of arbitrary or unjustifiable discrimination or as a disguised restriction on trade between the Parties nothing in this Agreement shall prevent the adoption or enforcement by a Party of measures: -necessary for the protection of its essential security interests; -necessary to protect public morals; -necessary for the prevention of public disorder or crime; -imposed for the protection of its national treasures or artistic, historical, anthropological geological, paleontological or archaeological value; -necessary to reserve for approval purposes the use of the national and provincial costs of arms, flags and seats; -necessary to protect human, animal or plant life or health; -necessary to protect its indigenous flora and fauna; -undertaken in pursuance of obligations in international commodity agreements; -necessary to prevent or relieve critical shortages of foodstuffs or other essential goods; -relating to the conservation of limited natural resources; -necessary to protect industrial property or copyrights or prevent deceptive practices ; -necessary for the application of standards or of regulations for the classifications, grading or making of goods; or -relating to the products of prison labour.",critical shortages,ToTA,NA,NA,ARTICLE 15,Exceptions,Melanesian Spearhead Group (MSG),1993-07-22,1994-01-01,"http://docsonline.wto.org/imrd/gen_redirectsearchdirect.asp?RN=0&searchtype=browse&query=@meta_Symbol""WT/COMTD/21""&language=1&ct=DDFEnglish",Melanesian Spearhead Group (MSG),Goods,PSA,Enabling Clause,In Force,22-Jul-93,NA,03-Aug-99,NA,01-Jan-94,NA,NA,No,Plurilateral,Oceania,No,Yes,Solomon Islands; Fiji; Vanuatu; Papua New Guinea,Solomon Islands; Fiji; Vanuatu; Papua New Guinea,NA,Factual Abstract issued,NA,NA,NA,1994,NA,NA
121,"A Member State may, after having given notice to the Secretary-General of its intention to do so, introduce or continue or execute restrictions or prohibitions affecting: (a) the application of security laws and regulations; (b) the control of arms, ammunition and other war equipment and military items; (c) the protection of human, animal or plant health or life, or the protection of public morality; (d) the transfer of gold, silver and precious and semi-precious stones; (e) the protection of any item deemed to be of national importance provided that the Member State concerned shall furnish proof to the Council that the item is of national importance; and (f) the maintenance of food security in the event of war and famine.",food security; famine,ToTA,CHAPTER SIX,Co-Operation In Trade Liberalisation And Development,ARTICLE 50,Security And Other Restrictions To Trade,Common Market for Eastern and Southern Africa (COMESA),1993-11-05,1994-12-08,https://www.comesa.int/wp-content/uploads/2020/07/Comesa-Treaty.pdf,Common Market for Eastern and Southern Africa (COMESA),Goods,CU,Enabling Clause,In Force,05-Nov-93,NA,04-May-95,NA,08-Dec-94,NA,NA,No,Plurilateral,Africa,No,No,Angola; Burundi; Comoros; Democratic Republic of the Congo; Ethiopia; Eritrea; Kenya; Lesotho; Malawi; Mauritius; Rwanda; Seychelles; Zimbabwe; Sudan; Eswatini; Uganda; Egypt; Tanzania; Zambia,Angola; Burundi; Comoros; Democratic Republic of the Congo; Ethiopia; Eritrea; Kenya; Lesotho; Malawi; Mauritius; Rwanda; Zimbabwe; Sudan; Eswatini; Uganda; Tanzania; Zambia,Lesotho( - 31-Dec-1997); Libya(01-Jan-2006 - ); Egypt(17-Feb-1999 - ); Tanzania( - 31-Dec-2000),Factual Abstract issued,NA,NA,NA,2000,NA,"The current signatories stated below are ""as notified by the Parties"". However, please note that the real membership is: Burundi; Comoros; DR Congo; Djibouti; Egypt; Eritrea; Eswatini; Ethiopia; Kenya; Libyan Arab Jamahiriya; Madagascar; Malawi; Mauritius; Rwanda; Seychelles; Somalia; South Sudan; Sudan; Tunisia; Uganda; Zambia; Zimbabwe."
121,The overall objectives of co-operation in the agricultural sector are the achievement of regional food security and rational agricultural production within the Common Market.,food security,ToTA,CHAPTER EIGHTEEN,Co-Operation In Agriculture And Rural Development,ARTICLE 129,Objectives Of Co-Operation In Agricultural Development,Common Market for Eastern and Southern Africa (COMESA),1993-11-05,1994-12-08,https://www.comesa.int/wp-content/uploads/2020/07/Comesa-Treaty.pdf,Common Market for Eastern and Southern Africa (COMESA),Goods,CU,Enabling Clause,In Force,05-Nov-93,NA,04-May-95,NA,08-Dec-94,NA,NA,No,Plurilateral,Africa,No,No,Angola; Burundi; Comoros; Democratic Republic of the Congo; Ethiopia; Eritrea; Kenya; Lesotho; Malawi; Mauritius; Rwanda; Seychelles; Zimbabwe; Sudan; Eswatini; Uganda; Egypt; Tanzania; Zambia,Angola; Burundi; Comoros; Democratic Republic of the Congo; Ethiopia; Eritrea; Kenya; Lesotho; Malawi; Mauritius; Rwanda; Zimbabwe; Sudan; Eswatini; Uganda; Tanzania; Zambia,Lesotho( - 31-Dec-1997); Libya(01-Jan-2006 - ); Egypt(17-Feb-1999 - ); Tanzania( - 31-Dec-2000),Factual Abstract issued,NA,NA,NA,2000,NA,"The current signatories stated below are ""as notified by the Parties"". However, please note that the real membership is: Burundi; Comoros; DR Congo; Djibouti; Egypt; Eritrea; Eswatini; Ethiopia; Kenya; Libyan Arab Jamahiriya; Madagascar; Malawi; Mauritius; Rwanda; Seychelles; Somalia; South Sudan; Sudan; Tunisia; Uganda; Zambia; Zimbabwe."
121,"The Member States undertake to: (a) ensure the adequate supply and availability of food by the promotion of agricultural development that would lead to the production of surpluses in food, the establishment of adequate storage facilities and strategic grain reserves; (b) promote co-operation in the production of foodstuffs which are rich in protein such as meat, fish, dairy products and legumes; (c) ensure the prevention of pre- and post-harvest loses; (d) establish a Common Market Early Warning System to assess and supply information regarding the food security position within the Member States and the Common Market; and (e) conclude such agreements amongst themselves as would facilitate the realisation of food security in the Common Market.",food security; food security,ToTA,CHAPTER EIGHTEEN,Co-Operation In Agriculture And Rural Development,ARTICLE 131,Co-Operation In The Supply Of Staple Foods,Common Market for Eastern and Southern Africa (COMESA),1993-11-05,1994-12-08,https://www.comesa.int/wp-content/uploads/2020/07/Comesa-Treaty.pdf,Common Market for Eastern and Southern Africa (COMESA),Goods,CU,Enabling Clause,In Force,05-Nov-93,NA,04-May-95,NA,08-Dec-94,NA,NA,No,Plurilateral,Africa,No,No,Angola; Burundi; Comoros; Democratic Republic of the Congo; Ethiopia; Eritrea; Kenya; Lesotho; Malawi; Mauritius; Rwanda; Seychelles; Zimbabwe; Sudan; Eswatini; Uganda; Egypt; Tanzania; Zambia,Angola; Burundi; Comoros; Democratic Republic of the Congo; Ethiopia; Eritrea; Kenya; Lesotho; Malawi; Mauritius; Rwanda; Zimbabwe; Sudan; Eswatini; Uganda; Tanzania; Zambia,Lesotho( - 31-Dec-1997); Libya(01-Jan-2006 - ); Egypt(17-Feb-1999 - ); Tanzania( - 31-Dec-2000),Factual Abstract issued,NA,NA,NA,2000,NA,"The current signatories stated below are ""as notified by the Parties"". However, please note that the real membership is: Burundi; Comoros; DR Congo; Djibouti; Egypt; Eritrea; Eswatini; Ethiopia; Kenya; Libyan Arab Jamahiriya; Madagascar; Malawi; Mauritius; Rwanda; Seychelles; Somalia; South Sudan; Sudan; Tunisia; Uganda; Zambia; Zimbabwe."
126,"Member States agree to strengthen regional cooperation in the areas of development, production and promotion of agricultural products for ensuring food security and upgrading information exchanges in ASEAN.",food security,From source,NA,NA,NA,NA,ASEAN Free Trade Area (AFTA),1992-01-28,1993-01-01,https://rtais.wto.org/rtadocs/126/TOA/English/AFTA_Legal_Text.pdf,ASEAN Free Trade Area (AFTA),Goods,FTA,Enabling Clause,Inactive,28-Jan-92,NA,30-Oct-92,NA,01-Jan-93,NA,17-May-10,No,Plurilateral,East Asia,No,Yes,NA,Brunei Darussalam; Myanmar; Cambodia; Indonesia; Lao People's Democratic Republic; Malaysia; Philippines; Singapore; Viet Nam; Thailand,NA,Report adopted,NA,NA,NA,2018,NA,Agreement on the Common Effective Preferential Tariff (CEPT) Scheme for the ASEAN Free Trade Area (AFTA).
127,"With the purpose of promoting common agricultural and agroindustrial development and attaining greater subregional food security, the Member Countries shall carry out an Agricultural and Agroindustrial Development Program, harmonize their policies, and coordinate their national plans in the sector, bearing in mind, among others, the following objectives: a.",food security,ToTA,CHAPTER VII,Agricultural Development Programs,ARTICLE 99,NA,Andean Community (CAN),1987-05-12,1988-05-25,http://www.sice.oas.org/Trade/Junac/Carta_Ag/index.asp,Andean Community (CAN),Goods,CU,Enabling Clause,In Force,12-May-87,NA,01-Oct-90,NA,25-May-88,NA,NA,No,Plurilateral,South America,No,Yes,"Bolivia, Plurinational State of; Colombia; Ecuador; Peru; Venezuela, Bolivarian Republic of","Bolivia, Plurinational State of; Colombia; Ecuador; Peru; Venezuela, Bolivarian Republic of","Venezuela, Bolivarian Republic of( - 22-Apr-2006)",No report,NA,NA,NA,2008,NA,"The original Cartagena Agreement was signed in 1969 in the context of the 1960 Treaty of Montevideo - the Treaty that established the Latin American Free Trade Association (ALALC), predecessor of LAIA. The notified Cartagena Agreement (resulting from the Quito Protocol) made it independent from the Treaty of Montevideo.
The current signatories stated below are ""as notified by the Parties"". However, the Bolivarian Republic of Venezuela is no longer a Party of the Andean Community."
127,The appropriate and adequate supply of the subregional market and the protection against food shortage risks; d.,food shortage,ToTA,CHAPTER VII,Agricultural Development Programs,ARTICLE 99,NA,Andean Community (CAN),1987-05-12,1988-05-25,http://www.sice.oas.org/Trade/Junac/Carta_Ag/index.asp,Andean Community (CAN),Goods,CU,Enabling Clause,In Force,12-May-87,NA,01-Oct-90,NA,25-May-88,NA,NA,No,Plurilateral,South America,No,Yes,"Bolivia, Plurinational State of; Colombia; Ecuador; Peru; Venezuela, Bolivarian Republic of","Bolivia, Plurinational State of; Colombia; Ecuador; Peru; Venezuela, Bolivarian Republic of","Venezuela, Bolivarian Republic of( - 22-Apr-2006)",No report,NA,NA,NA,2008,NA,"The original Cartagena Agreement was signed in 1969 in the context of the 1960 Treaty of Montevideo - the Treaty that established the Latin American Free Trade Association (ALALC), predecessor of LAIA. The notified Cartagena Agreement (resulting from the Quito Protocol) made it independent from the Treaty of Montevideo.
The current signatories stated below are ""as notified by the Parties"". However, the Bolivarian Republic of Venezuela is no longer a Party of the Andean Community."
127,To create an Andean System and National Systems of Food Security; b.,Food Security,ToTA,CHAPTER VII,Agricultural Development Programs,ARTICLE 100,NA,Andean Community (CAN),1987-05-12,1988-05-25,http://www.sice.oas.org/Trade/Junac/Carta_Ag/index.asp,Andean Community (CAN),Goods,CU,Enabling Clause,In Force,12-May-87,NA,01-Oct-90,NA,25-May-88,NA,NA,No,Plurilateral,South America,No,Yes,"Bolivia, Plurinational State of; Colombia; Ecuador; Peru; Venezuela, Bolivarian Republic of","Bolivia, Plurinational State of; Colombia; Ecuador; Peru; Venezuela, Bolivarian Republic of","Venezuela, Bolivarian Republic of( - 22-Apr-2006)",No report,NA,NA,NA,2008,NA,"The original Cartagena Agreement was signed in 1969 in the context of the 1960 Treaty of Montevideo - the Treaty that established the Latin American Free Trade Association (ALALC), predecessor of LAIA. The notified Cartagena Agreement (resulting from the Quito Protocol) made it independent from the Treaty of Montevideo.
The current signatories stated below are ""as notified by the Parties"". However, the Bolivarian Republic of Venezuela is no longer a Party of the Andean Community."
